%time,field.data
1637070964870299755,8
1637070964870450532,10
1637070964870574714,11
1637070964870683673,12
1637070964870837328,13
1637070964870983859,14
1637070964871144863,15
1637070964871296226,16
1637070964871452677,1
1637070964871612592,2
1637070964871764202,3
1637070964871928237,4
1637070964872072478,5
1637070964872207750,6
1637070964872364092,7
1637070964872525645,8
1637070964872687362,9
1637070964872829967,11
1637070964872963155,12
1637070964873110851,13
1637070964873268771,14
1637070964873424449,15
1637070964873578831,16
1637070964873738186,1
1637070964873897301,2
1637070964874047485,3
1637070964874202188,4
1637070964874345252,5
1637070964874472105,6
1637070964874625411,7
1637070964874783932,8
1637070964874933654,9
1637070964875087715,10
1637070964875245905,12
1637070964875402295,13
1637070964875545711,14
1637070964875695500,15
1637070964875821674,16
1637070964875952466,1
1637070964876120386,2
1637070964876280084,3
1637070964876425796,4
1637070964876579702,5
1637070964876734006,6
1637070964876888119,7
1637070964877022074,8
1637070964877173680,9
1637070964877332010,10
1637070964877453221,11
1637070964877597533,13
1637070964877754593,14
1637070964877897416,15
1637070964878048442,16
1637070964878210076,1
1637070964878357596,2
1637070964878511800,3
1637070964878656021,4
1637070964878810145,5
1637070964878965999,6
1637070964879116573,7
1637070964879255924,8
1637070964879408775,9
1637070964879553866,10
1637070964879716138,11
1637070964879880460,12
1637070964880015243,14
1637070964880134008,15
1637070964880267273,16
1637070964880433515,1
1637070964880587079,2
1637070964880735821,3
1637070964880893058,4
1637070964881060159,5
1637070964881190323,6
1637070964881320729,7
1637070964881478806,8
1637070964881607172,9
1637070964881768958,10
1637070964881908114,11
1637070964882063633,12
1637070964882197444,13
1637070964882338371,15
1637070964882485796,16
1637070964882639628,1
1637070964882805150,2
1637070964882960212,3
1637070964883101924,4
1637070964883256637,5
1637070964883396715,6
1637070964883535370,7
1637070964883688838,8
1637070964883824871,9
1637070964883955535,10
1637070964884084054,11
1637070964884216845,12
1637070964884341775,13
1637070964884471947,14
1637070964884600380,16
1637070964884732142,1
1637070964884865760,2
1637070964885012060,3
1637070964885168786,4
1637070964885318292,5
1637070964893958377,6
1637070964894129071,7
1637070964894295451,8
1637070964894453519,9
1637070964894609088,10
1637070964894719492,11
1637070964894827181,12
1637070964894943882,13
1637070964895096418,14
1637070964895251786,15
