%time,field.data
1636376082271263642,0.082445183
1636376082271844334,0.097629038
1636376082272212548,0.154894777
1636376082272591718,0.162047104
1636376082272982271,0.160198979
1636376082273314360,0.089820214
1636376082273669880,0.102164655
1636376082274061085,0.185040944
1636376082274482220,0.16563699
1636376082274923937,0.07863028
1636376082275370011,0.192867037
1636376082275803944,0.096000271
1636376082276224509,0.105869124
1636376082276625059,0.093246777
1636376082276913961,0.106257974
1636376082277210727,0.154201551
1636376082277510125,0.176178141
1636376082277802029,0.153779357
1636376082278122613,0.081539981
1636376082278364102,0.07762094
1636376082278597304,0.115913514
1636376082278838287,0.116998446
1636376082279076264,0.134407411
1636376082279282056,0.094667094
1636376082279514448,0.097811385
1636376082279774135,0.10327546
1636376082280007614,0.150454692
1636376082280229728,0.101083686
1636376082280461524,0.083194037
1636376082280694859,0.141902463
1636376082280943183,0.129841081
1636376082281176003,0.175486463
1636376082281422065,0.082155579
1636376082281654423,0.080861022
1636376082281888757,0.189970244
1636376082282137560,0.114054713
1636376082282385662,0.100874125
1636376082282623596,0.150388447
1636376082282831249,0.09773918
1636376082283084346,0.088758683
1636376082283284061,0.080888407
1636376082283481789,0.095661489
1636376082283735716,0.157763443
1636376082283936220,0.135328512
1636376082284142760,0.143249793
1636376082284351554,0.083393448
1636376082284554590,0.1240087
1636376082284771534,0.086367648
1636376082284974296,0.10385039
1636376082285155259,0.115794173
1636376082285355086,0.102929851
1636376082285540281,0.102918171
1636376082285750317,0.117089349
1636376082285955666,0.118002634
1636376082286166995,0.078003661
1636376082286345385,0.079700594
1636376082286547517,0.101348251
1636376082286746236,0.123776217
1636376082286945567,0.20199798
1636376082287140759,0.09793829
1636376082287345921,0.081575526
1636376082287542936,0.116434882
1636376082287770715,0.127839938
1636376082287981629,0.102552016
1636376082288190332,0.134038444
1636376082288369249,0.153487885
1636376082288549351,0.10314973
1636376082288728242,0.081602955
1636376082288905646,0.094671334
1636376082289084725,0.1171863
1636376082289274786,0.128295756
1636376082289450337,0.150350686
1636376082289610595,0.11193772
1636376082289790326,0.070720765
1636376082289935480,0.038025379
1636376082290097742,0.09548526
1636376082290276635,0.102900667
1636376082290460374,0.084960041
1636376082290636197,0.100262003
1636376082290813997,0.1157267
1636376082290990986,0.108215495
1636376082291168581,0.306620457
1636376082291356672,0.165200111
1636376082291563787,0.094915455
1636376082291786433,0.090647161
1636376082291967278,0.089503368
1636376082292165202,0.218916064
1636376082292299148,0.100467471
1636376082292436018,0.090129674
1636376082292564595,0.093153288
1636376082292695767,0.200170645
1636376082292827406,0.127039795
1636376082292947867,0.178605615
1636376082293090241,0.156108407
1636376082293224733,0.177669033
1636376082293355511,0.131738195
1636376082293484929,0.100673938
